Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
72wtjcPwWVpP4PVcNcl30v,Fire,Are You Experienced,Jimi Hendrix,1967-05-12,165106,35,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:43:35Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.486,0.944,9,-5.119,1,0.122,0.00156,0.0213,0.319,0.577,153.462,audio_features,spotify:track:72wtjcPwWVpP4PVcNcl30v,https://api.spotify.com/v1/tracks/72wtjcPwWVpP4PVcNcl30v,https://api.spotify.com/v1/audio-analysis/72wtjcPwWVpP4PVcNcl30v,165107,4
73ZOw1zRRlEbEdGPgBjA01,Third Stone From The Sun,Are You Experienced,Jimi Hendrix,1967-05-12,404160,30,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:43:43Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.218,0.763,2,-8.07,1,0.0571,0.0229,0.771,0.274,0.422,84.087,audio_features,spotify:track:73ZOw1zRRlEbEdGPgBjA01,https://api.spotify.com/v1/tracks/73ZOw1zRRlEbEdGPgBjA01,https://api.spotify.com/v1/audio-analysis/73ZOw1zRRlEbEdGPgBjA01,404160,3
3nCkf5CB7Xjy6VrfJQnUvB,Remember,Are You Experienced,Jimi Hendrix,1967-05-12,168640,27,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:43:46Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.735,0.771,1,-5.523,1,0.0424,0.04,0.0254,0.154,0.754,99.145,audio_features,spotify:track:3nCkf5CB7Xjy6VrfJQnUvB,https://api.spotify.com/v1/tracks/3nCkf5CB7Xjy6VrfJQnUvB,https://api.spotify.com/v1/audio-analysis/3nCkf5CB7Xjy6VrfJQnUvB,168640,4
3YTTBONdXJOXMCQP7vvPuY,Are You Experienced?,Are You Experienced,Jimi Hendrix,1967-05-12,254173,29,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:43:49Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.399,0.769,8,-6.728,1,0.125,0.0265,0.00973,0.2,0.435,82.821,audio_features,spotify:track:3YTTBONdXJOXMCQP7vvPuY,https://api.spotify.com/v1/tracks/3YTTBONdXJOXMCQP7vvPuY,https://api.spotify.com/v1/audio-analysis/3YTTBONdXJOXMCQP7vvPuY,254173,4
0OQcEcs36ckWOB1nywhmBV,Hey Joe,Are You Experienced,Jimi Hendrix,1967-05-12,210000,45,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:43:52Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.351,0.764,9,-5.624,1,0.0366,0.00422,0.441,0.0197,0.504,166.656,audio_features,spotify:track:0OQcEcs36ckWOB1nywhmBV,https://api.spotify.com/v1/tracks/0OQcEcs36ckWOB1nywhmBV,https://api.spotify.com/v1/audio-analysis/0OQcEcs36ckWOB1nywhmBV,210000,4
544FmlHVkzNrnkmCfYHLVb,Stone Free,Are You Experienced,Jimi Hendrix,1967-05-12,216306,30,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:44:00Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.548,0.837,2,-5.604,1,0.0541,0.016,0.000118,0.205,0.841,133.701,audio_features,spotify:track:544FmlHVkzNrnkmCfYHLVb,https://api.spotify.com/v1/tracks/544FmlHVkzNrnkmCfYHLVb,https://api.spotify.com/v1/audio-analysis/544FmlHVkzNrnkmCfYHLVb,216307,4
20US4JIykUvnFpxMXp0lWv,Purple Haze,Are You Experienced,Jimi Hendrix,1967-05-12,171666,45,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:44:03Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.527,0.891,2,-5.209,1,0.0759,0.0068,0.723,0.0618,0.458,108.57,audio_features,spotify:track:20US4JIykUvnFpxMXp0lWv,https://api.spotify.com/v1/tracks/20US4JIykUvnFpxMXp0lWv,https://api.spotify.com/v1/audio-analysis/20US4JIykUvnFpxMXp0lWv,171667,4
7v21gImg3Mml9NpkRgWihX,51st Anniversary,Are You Experienced,Jimi Hendrix,1967-05-12,196173,26,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:44:08Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.439,0.81,11,-4.835,0,0.0557,0.13,0.00948,0.0676,0.269,134.07,audio_features,spotify:track:7v21gImg3Mml9NpkRgWihX,https://api.spotify.com/v1/tracks/7v21gImg3Mml9NpkRgWihX,https://api.spotify.com/v1/audio-analysis/7v21gImg3Mml9NpkRgWihX,196173,4
5ygQD0fcj0vRGx9KUBENtT,The Wind Cries Mary,Are You Experienced,Jimi Hendrix,1967-05-12,200733,38,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:44:12Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.502,0.49,10,-10.516,1,0.0502,0.353,0.00806,0.23,0.302,79.383,audio_features,spotify:track:5ygQD0fcj0vRGx9KUBENtT,https://api.spotify.com/v1/tracks/5ygQD0fcj0vRGx9KUBENtT,https://api.spotify.com/v1/audio-analysis/5ygQD0fcj0vRGx9KUBENtT,200733,4
5xx86iI1KjBEkw2AbQmu2r,Highway Chile,Are You Experienced,Jimi Hendrix,1967-05-12,213480,29,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:44:16Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.435,0.938,5,-3.674,0,0.141,0.276,0.000626,0.22,0.652,138.528,audio_features,spotify:track:5xx86iI1KjBEkw2AbQmu2r,https://api.spotify.com/v1/tracks/5xx86iI1KjBEkw2AbQmu2r,https://api.spotify.com/v1/audio-analysis/5xx86iI1KjBEkw2AbQmu2r,213480,4
0hnlRgTh80b1emNnM0jmwt,Mannish Boy,Both Sides of the Sky,Jimi Hendrix,2018-03-09,301520,42,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:45:19Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.568,0.898,8,-8.833,0,0.0862,0.0285,0.0787,0.484,0.833,110.824,audio_features,spotify:track:0hnlRgTh80b1emNnM0jmwt,https://api.spotify.com/v1/tracks/0hnlRgTh80b1emNnM0jmwt,https://api.spotify.com/v1/audio-analysis/0hnlRgTh80b1emNnM0jmwt,301520,4
4pufpcO8KDHalIp3Uh8GEU,Lover Man,Both Sides of the Sky,Jimi Hendrix,2018-03-09,183426,40,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:45:22Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.435,0.847,8,-9.434,1,0.0509,0.308,0.384,0.0888,0.927,140.868,audio_features,spotify:track:4pufpcO8KDHalIp3Uh8GEU,https://api.spotify.com/v1/tracks/4pufpcO8KDHalIp3Uh8GEU,https://api.spotify.com/v1/audio-analysis/4pufpcO8KDHalIp3Uh8GEU,183427,4
7HOVaYXOF7StatMCYPmyFJ,Hear My Train a Comin',Both Sides of the Sky,Jimi Hendrix,2018-03-09,445653,31,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:45:26Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.349,0.58,1,-9.108,1,0.0507,0.272,0.677,0.367,0.565,144.275,audio_features,spotify:track:7HOVaYXOF7StatMCYPmyFJ,https://api.spotify.com/v1/tracks/7HOVaYXOF7StatMCYPmyFJ,https://api.spotify.com/v1/audio-analysis/7HOVaYXOF7StatMCYPmyFJ,445653,4
5OVIlpHyF3gkk136qREcw9,Stepping Stone,Both Sides of the Sky,Jimi Hendrix,2018-03-09,192640,27,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:45:31Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.387,0.915,9,-8.64,1,0.116,0.00582,8.62e-05,0.0668,0.681,142.467,audio_features,spotify:track:5OVIlpHyF3gkk136qREcw9,https://api.spotify.com/v1/tracks/5OVIlpHyF3gkk136qREcw9,https://api.spotify.com/v1/audio-analysis/5OVIlpHyF3gkk136qREcw9,192640,4
7pse475uICmWRY5hEkvPvI,$20 Fine,Both Sides of the Sky,Jimi Hendrix,2018-03-09,299080,26,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:45:34Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.569,0.887,0,-8.972,1,0.0397,0.0896,0.431,0.345,0.738,120.949,audio_features,spotify:track:7pse475uICmWRY5hEkvPvI,https://api.spotify.com/v1/tracks/7pse475uICmWRY5hEkvPvI,https://api.spotify.com/v1/audio-analysis/7pse475uICmWRY5hEkvPvI,299080,4
6TlOU5zqR3533QYwjQUdGP,Power of Soul,Both Sides of the Sky,Jimi Hendrix,2018-03-09,355346,30,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:45:37Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.474,0.602,1,-10.853,1,0.0476,0.387,0.00241,0.224,0.812,83.326,audio_features,spotify:track:6TlOU5zqR3533QYwjQUdGP,https://api.spotify.com/v1/tracks/6TlOU5zqR3533QYwjQUdGP,https://api.spotify.com/v1/audio-analysis/6TlOU5zqR3533QYwjQUdGP,355347,4
4f5nUYzeUioPwNbz2mGx5S,Jungle,Both Sides of the Sky,Jimi Hendrix,2018-03-09,208120,52,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:45:43Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.497,0.499,9,-12.348,0,0.056,0.0558,0.73,0.222,0.516,174.608,audio_features,spotify:track:4f5nUYzeUioPwNbz2mGx5S,https://api.spotify.com/v1/tracks/4f5nUYzeUioPwNbz2mGx5S,https://api.spotify.com/v1/audio-analysis/4f5nUYzeUioPwNbz2mGx5S,208120,3
2YFfcJF038SQMtHUwOKO6P,Things I Used to Do,Both Sides of the Sky,Jimi Hendrix,2018-03-09,221360,39,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:45:46Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.312,0.674,7,-8.86,1,0.0391,0.00117,0.765,0.273,0.691,93.241,audio_features,spotify:track:2YFfcJF038SQMtHUwOKO6P,https://api.spotify.com/v1/tracks/2YFfcJF038SQMtHUwOKO6P,https://api.spotify.com/v1/audio-analysis/2YFfcJF038SQMtHUwOKO6P,221360,4
1hRZUpohbhw2WUtWQo3K9x,Georgia Blues,Both Sides of the Sky,Jimi Hendrix,2018-03-09,475373,37,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:45:50Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.355,0.661,7,-8.139,1,0.111,0.176,0.0857,0.636,0.579,167.281,audio_features,spotify:track:1hRZUpohbhw2WUtWQo3K9x,https://api.spotify.com/v1/tracks/1hRZUpohbhw2WUtWQo3K9x,https://api.spotify.com/v1/audio-analysis/1hRZUpohbhw2WUtWQo3K9x,475373,3
3t3CO2eP3gLbiFFN5Z4gmB,Sweet Angel,Both Sides of the Sky,Jimi Hendrix,2018-03-09,234866,40,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:45:54Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.409,0.716,1,-9.863,0,0.141,0.0205,0.806,0.157,0.474,158.804,audio_features,spotify:track:3t3CO2eP3gLbiFFN5Z4gmB,https://api.spotify.com/v1/tracks/3t3CO2eP3gLbiFFN5Z4gmB,https://api.spotify.com/v1/audio-analysis/3t3CO2eP3gLbiFFN5Z4gmB,234867,4
36MxthZNeNmBEGZLC5TZYN,Woodstock,Both Sides of the Sky,Jimi Hendrix,2018-03-09,319000,26,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:46:20Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.542,0.705,0,-9.124,1,0.0335,0.0214,0.019,0.264,0.894,124.066,audio_features,spotify:track:36MxthZNeNmBEGZLC5TZYN,https://api.spotify.com/v1/tracks/36MxthZNeNmBEGZLC5TZYN,https://api.spotify.com/v1/audio-analysis/36MxthZNeNmBEGZLC5TZYN,319000,4
2bE5QqVc9q4w5ETEKAazQr,Send My Love to Linda,Both Sides of the Sky,Jimi Hendrix,2018-03-09,276786,28,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:46:24Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.368,0.499,8,-10.987,1,0.0337,0.398,0.222,0.16,0.404,126.783,audio_features,spotify:track:2bE5QqVc9q4w5ETEKAazQr,https://api.spotify.com/v1/tracks/2bE5QqVc9q4w5ETEKAazQr,https://api.spotify.com/v1/audio-analysis/2bE5QqVc9q4w5ETEKAazQr,276787,4
48F4GPGfHMgo288Hz4RrWX,Cherokee Mist,Both Sides of the Sky,Jimi Hendrix,2018-03-09,421000,29,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:46:28Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.442,0.301,8,-13.473,1,0.048,0.329,0.746,0.102,0.161,108.586,audio_features,spotify:track:48F4GPGfHMgo288Hz4RrWX,https://api.spotify.com/v1/tracks/48F4GPGfHMgo288Hz4RrWX,https://api.spotify.com/v1/audio-analysis/48F4GPGfHMgo288Hz4RrWX,421000,4
4m6KlFD4eMiQFzh4IVVFVm,Angel,The Cry of Love,Jimi Hendrix,1971,265813,41,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:48:11Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.386,0.536,3,-14.151,1,0.0546,0.229,0.0123,0.11,0.31,133.451,audio_features,spotify:track:4m6KlFD4eMiQFzh4IVVFVm,https://api.spotify.com/v1/tracks/4m6KlFD4eMiQFzh4IVVFVm,https://api.spotify.com/v1/audio-analysis/4m6KlFD4eMiQFzh4IVVFVm,265813,4
5BCtSNTJCe52ejqg6goAgw,The Burning Of The Midnight Lamp - BBC Sessions,BBC Sessions,Jimi Hendrix,1998-06-02,223480,17,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:50:16Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.382,0.774,0,-6.411,1,0.0674,0.313,0.048,0.0989,0.617,162.398,audio_features,spotify:track:5BCtSNTJCe52ejqg6goAgw,https://api.spotify.com/v1/tracks/5BCtSNTJCe52ejqg6goAgw,https://api.spotify.com/v1/audio-analysis/5BCtSNTJCe52ejqg6goAgw,223480,4
49csN8oPVktbxBzrDxCugk,"Changes - Live at the Fillmore East, NY - 12/31/69 - 1st Set",Songs For Groovy Children: The Fillmore East Concerts,Jimi Hendrix,2019-11-22,357813,24,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:51:15Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.541,0.629,8,-9.878,1,0.0547,0.625,8.47e-05,0.221,0.675,119.111,audio_features,spotify:track:49csN8oPVktbxBzrDxCugk,https://api.spotify.com/v1/tracks/49csN8oPVktbxBzrDxCugk,https://api.spotify.com/v1/audio-analysis/49csN8oPVktbxBzrDxCugk,357813,4
56fd92uGxlu3wYc9HPYadh,"Changes - Live at the Fillmore East, NY - 1/1/70 - 1st Set",Songs For Groovy Children: The Fillmore East Concerts,Jimi Hendrix,2019-11-22,445200,11,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:51:18Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.457,0.565,2,-11.806,1,0.0876,0.12,0.000177,0.149,0.527,120.232,audio_features,spotify:track:56fd92uGxlu3wYc9HPYadh,https://api.spotify.com/v1/tracks/56fd92uGxlu3wYc9HPYadh,https://api.spotify.com/v1/audio-analysis/56fd92uGxlu3wYc9HPYadh,445200,4
18dNJjOvQtLCsDBzMriHXt,Can You See Me - Live At Monterey,Live At Monterey,Jimi Hendrix,2010-01-01,157080,20,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:51:49Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.234,0.815,5,-8.43,0,0.0638,0.00144,0.00877,0.147,0.735,168.376,audio_features,spotify:track:18dNJjOvQtLCsDBzMriHXt,https://api.spotify.com/v1/tracks/18dNJjOvQtLCsDBzMriHXt,https://api.spotify.com/v1/audio-analysis/18dNJjOvQtLCsDBzMriHXt,157080,4
7FA2wUNbQ0TbepgldXkcSj,Bleeding Heart,South Saturn Delta,Jimi Hendrix,1997-10-07,195520,16,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:53:20Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.471,0.939,1,-4.608,1,0.0907,0.0886,3.18e-05,0.324,0.79,120.349,audio_features,spotify:track:7FA2wUNbQ0TbepgldXkcSj,https://api.spotify.com/v1/tracks/7FA2wUNbQ0TbepgldXkcSj,https://api.spotify.com/v1/audio-analysis/7FA2wUNbQ0TbepgldXkcSj,195520,4
6r6ARqXEyXaoQjVZ1Mb1pV,Highway Chile,Are You Experienced,Jimi Hendrix,1967-05-12,212586,38,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:53:23Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.432,0.938,5,-3.716,0,0.139,0.269,0.000697,0.192,0.637,138.522,audio_features,spotify:track:6r6ARqXEyXaoQjVZ1Mb1pV,https://api.spotify.com/v1/tracks/6r6ARqXEyXaoQjVZ1Mb1pV,https://api.spotify.com/v1/audio-analysis/6r6ARqXEyXaoQjVZ1Mb1pV,212587,4
3S6wH6qdbX7hWGDyz8ec1k,Tax Free,South Saturn Delta,Jimi Hendrix,1997-10-07,298013,18,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:53:27Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.363,0.798,1,-5.086,0,0.108,0.00867,0.748,0.0731,0.728,95.012,audio_features,spotify:track:3S6wH6qdbX7hWGDyz8ec1k,https://api.spotify.com/v1/tracks/3S6wH6qdbX7hWGDyz8ec1k,https://api.spotify.com/v1/audio-analysis/3S6wH6qdbX7hWGDyz8ec1k,298013,4
27VE419wzTDn67KPzEtbkF,Peter Gunn / Catastrophe - Anthology Version,West Coast Seattle Boy: The Jimi Hendrix Anthology,Jimi Hendrix,2010-11-16,174760,8,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:53:31Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.593,0.368,8,-11.545,1,0.151,0.0237,0.0329,0.121,0.607,130.524,audio_features,spotify:track:27VE419wzTDn67KPzEtbkF,https://api.spotify.com/v1/tracks/27VE419wzTDn67KPzEtbkF,https://api.spotify.com/v1/audio-analysis/27VE419wzTDn67KPzEtbkF,174760,4
2NVZhGcpPQht8ZlFbarrkP,Stepping Stone,First Rays Of The New Rising Sun,Jimi Hendrix,1997-04-22,252680,17,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:53:34Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.274,0.958,1,-4.231,1,0.275,0.156,0.00185,0.253,0.581,141.518,audio_features,spotify:track:2NVZhGcpPQht8ZlFbarrkP,https://api.spotify.com/v1/tracks/2NVZhGcpPQht8ZlFbarrkP,https://api.spotify.com/v1/audio-analysis/2NVZhGcpPQht8ZlFbarrkP,252680,4
0cTF7AXUMetMKhwxaHSN2K,Midnight,South Saturn Delta,Jimi Hendrix,1997-10-07,332826,22,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:53:38Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.245,0.905,10,-5.276,0,0.107,0.00103,0.408,0.213,0.526,158.213,audio_features,spotify:track:0cTF7AXUMetMKhwxaHSN2K,https://api.spotify.com/v1/tracks/0cTF7AXUMetMKhwxaHSN2K,https://api.spotify.com/v1/audio-analysis/0cTF7AXUMetMKhwxaHSN2K,332827,4
3nPziQohkAFUUZbzWkk6ic,Three Little Bears,Merry Christmas And Happy New Year,Jimi Hendrix,1999-11-01,253893,13,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:53:42Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.734,0.713,2,-5.85,1,0.0475,0.472,0.258,0.286,0.877,111.812,audio_features,spotify:track:3nPziQohkAFUUZbzWkk6ic,https://api.spotify.com/v1/tracks/3nPziQohkAFUUZbzWkk6ic,https://api.spotify.com/v1/audio-analysis/3nPziQohkAFUUZbzWkk6ic,253893,4
0xwSolOsxuNq7KcAzqikbV,Beginnings,First Rays Of The New Rising Sun,Jimi Hendrix,1997-04-22,252880,19,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:53:46Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.277,0.879,11,-6.299,1,0.0508,0.0274,0.763,0.142,0.784,180.289,audio_features,spotify:track:0xwSolOsxuNq7KcAzqikbV,https://api.spotify.com/v1/tracks/0xwSolOsxuNq7KcAzqikbV,https://api.spotify.com/v1/audio-analysis/0xwSolOsxuNq7KcAzqikbV,252880,3
1Mu6ZNxwfOlCxWtDNQzpd5,Izabella,First Rays Of The New Rising Sun,Jimi Hendrix,1997-04-22,170066,21,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:53:51Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.451,0.86,6,-5.637,0,0.0973,0.114,0.00016,0.487,0.722,108.979,audio_features,spotify:track:1Mu6ZNxwfOlCxWtDNQzpd5,https://api.spotify.com/v1/tracks/1Mu6ZNxwfOlCxWtDNQzpd5,https://api.spotify.com/v1/audio-analysis/1Mu6ZNxwfOlCxWtDNQzpd5,170067,4
1zNcIfvevdxqyLvrFdlVYW,Astro Man,The Cry of Love,Jimi Hendrix,1971,216853,25,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:54:01Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.44,0.776,1,-12.135,1,0.0637,0.36,0.3,0.51,0.713,138.944,audio_features,spotify:track:1zNcIfvevdxqyLvrFdlVYW,https://api.spotify.com/v1/tracks/1zNcIfvevdxqyLvrFdlVYW,https://api.spotify.com/v1/audio-analysis/1zNcIfvevdxqyLvrFdlVYW,216853,4
6FSpbq877oSoBULrd4Rzl7,Look Over Yonder,Rainbow Bridge,Jimi Hendrix,1971,204573,18,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:54:06Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.325,0.78,1,-10.04,1,0.0758,0.00489,0.0502,0.0998,0.463,137.761,audio_features,spotify:track:6FSpbq877oSoBULrd4Rzl7,https://api.spotify.com/v1/tracks/6FSpbq877oSoBULrd4Rzl7,https://api.spotify.com/v1/audio-analysis/6FSpbq877oSoBULrd4Rzl7,204573,4
308JgvB0DlNFZy7g1F1vgA,Here He Comes (Lover Man) - previously unreleased recording,South Saturn Delta,Jimi Hendrix,1997-10-07,393186,18,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:54:10Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.282,0.936,3,-4.691,0,0.104,5.19e-05,0.119,0.449,0.555,137.84,audio_features,spotify:track:308JgvB0DlNFZy7g1F1vgA,https://api.spotify.com/v1/tracks/308JgvB0DlNFZy7g1F1vgA,https://api.spotify.com/v1/audio-analysis/308JgvB0DlNFZy7g1F1vgA,393187,4
7hvRBjaQw7RPMRuSoCTgar,Mr. Bad Luck,Valleys Of Neptune,Jimi Hendrix,2010,176426,15,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:54:14Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.636,0.68,0,-8.54,0,0.135,0.0331,0.0,0.265,0.625,138.46,audio_features,spotify:track:7hvRBjaQw7RPMRuSoCTgar,https://api.spotify.com/v1/tracks/7hvRBjaQw7RPMRuSoCTgar,https://api.spotify.com/v1/audio-analysis/7hvRBjaQw7RPMRuSoCTgar,176427,4
5SgbnczOanFCfNAKJibEF7,"Peace in Mississippi (TTG Studios, Hollywood, CA, October 24, 1968)","Peace in Mississippi (TTG Studios, Hollywood, CA, October 24, 1968)",Jimi Hendrix,2010-05-21,424866,10,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:54:21Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.309,0.704,1,-10.137,1,0.0477,6.18e-05,0.819,0.23,0.341,78.607,audio_features,spotify:track:5SgbnczOanFCfNAKJibEF7,https://api.spotify.com/v1/tracks/5SgbnczOanFCfNAKJibEF7,https://api.spotify.com/v1/audio-analysis/5SgbnczOanFCfNAKJibEF7,424867,4
6BXCN8av8RkMFCUTLonqK2,Power Of Soul - previously unreleased alternate version,South Saturn Delta,Jimi Hendrix,1997-10-07,320253,17,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:54:28Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.427,0.824,1,-6.225,1,0.044,0.388,0.0231,0.323,0.884,83.349,audio_features,spotify:track:6BXCN8av8RkMFCUTLonqK2,https://api.spotify.com/v1/tracks/6BXCN8av8RkMFCUTLonqK2,https://api.spotify.com/v1/audio-analysis/6BXCN8av8RkMFCUTLonqK2,320253,4
